timestamp,electricity,airTemperature,dewTemperature,cloudCoverage,seaLvlPressure,windDirection,windSpeed,hour,day_of_week,month,is_weekend,electricity_lag_1,electricity_lag_24,electricity_lag_168
2016-01-11 08:00:00,24.3296,-2.8,-12.8,0.0,1013.2,270.0,5.7,8,0,1,0,24.3296,24.3296,22.3987
2016-01-11 09:00:00,24.3296,-2.2,-12.8,0.0,1014.5,280.0,6.2,9,0,1,0,24.3296,24.3296,23.1711
2016-01-11 10:00:00,24.3296,-1.7,-13.9,0.0,1015.2,270.0,6.2,10,0,1,0,24.3296,24.3296,25.4882
2016-01-11 11:00:00,24.3296,-1.1,-13.3,0.0,1015.3,270.0,7.7,11,0,1,0,24.3296,24.3296,28.9638
2016-01-11 12:00:00,24.3296,-0.6,-13.9,0.0,1014.8,270.0,8.2,12,0,1,0,24.3296,24.3296,33.2119
2016-01-11 13:00:00,24.3296,0.0,-12.8,0.0,1014.2,270.0,6.7,13,0,1,0,24.3296,24.3296,36.3014
2016-01-11 14:00:00,24.3296,0.6,-15.6,0.0,1014.2,270.0,7.2,14,0,1,0,24.3296,24.3296,34.7566
2016-01-11 15:00:00,24.3296,0.0,-16.7,0.0,1014.7,280.0,5.7,15,0,1,0,24.3296,24.3296,34.7566
2016-01-11 16:00:00,24.3296,0.0,-15.6,0.0,1015.5,290.0,3.6,16,0,1,0,24.3296,24.3296,35.529
2016-01-11 17:00:00,24.3296,-1.1,-15.6,0.0,1016.7,270.0,4.6,17,0,1,0,24.3296,24.3296,35.529
2016-01-11 18:00:00,24.3296,-1.1,-16.1,0.0,1017.9,280.0,3.6,18,0,1,0,24.3296,24.3296,50.20399999999999
2016-01-11 19:00:00,24.3296,-2.2,-15.6,0.0,1018.2,320.0,2.1,19,0,1,0,24.3296,24.3296,48.2731
2016-01-11 20:00:00,24.3296,-3.3,-16.1,0.0,1019.0,300.0,2.1,20,0,1,0,24.3296,24.3296,37.0737
2016-01-11 21:00:00,24.3296,-4.4,-15.0,0.0,1019.2,0.0,0.0,21,0,1,0,24.3296,24.3296,33.2119
2016-01-11 22:00:00,24.3296,-5.6,-13.9,0.0,1019.2,230.0,1.5,22,0,1,0,24.3296,24.3296,32.4395
2016-01-11 23:00:00,24.3296,-5.6,-13.3,0.0,1019.1,0.0,0.0,23,0,1,0,24.3296,24.3296,33.5981
2016-01-12 00:00:00,24.3296,-6.1,-12.2,0.0,1019.0,0.0,0.0,0,1,1,0,24.3296,24.3296,33.5981
2016-01-12 01:00:00,24.3296,-7.2,-12.2,0.0,1018.8,0.0,0.0,1,1,1,0,24.3296,24.3296,32.4395
2016-01-12 02:00:00,24.3296,-7.2,-11.7,0.0,1018.7,0.0,0.0,2,1,1,0,24.3296,24.3296,33.5981
2016-01-12 03:00:00,24.3296,-7.8,-12.2,0.0,1018.8,0.0,0.0,3,1,1,0,24.3296,24.3296,25.4882
2016-01-12 04:00:00,24.3296,-8.9,-12.2,0.0,1018.4,340.0,2.1,4,1,1,0,24.3296,24.3296,22.3987
2016-01-12 05:00:00,24.3296,-8.9,-11.7,0.0,1017.5,110.0,1.5,5,1,1,0,24.3296,24.3296,20.4678
2016-01-12 06:00:00,24.3296,-7.2,-11.7,0.0,1016.6,110.0,1.5,6,1,1,0,24.3296,24.3296,20.4678
2016-01-12 07:00:00,24.3296,-6.7,-11.7,0.0,1015.8,0.0,0.0,7,1,1,0,24.3296,24.3296,22.0125
2016-01-12 08:00:00,24.3296,-6.1,-11.1,0.0,1014.8,0.0,0.0,8,1,1,0,24.3296,24.3296,24.7158
2016-01-12 09:00:00,24.3296,-3.3,-10.6,4.0,1014.3,0.0,0.0,9,1,1,0,24.3296,24.3296,26.2606
2016-01-12 10:00:00,24.3296,-1.1,-10.0,3.6,1013.3,170.0,2.6,10,1,1,0,24.3296,24.3296,28.9638
2016-01-12 11:00:00,24.3296,1.7,-7.2,3.2,1011.4,170.0,5.1,11,1,1,0,24.3296,24.3296,31.6671
2016-01-12 12:00:00,24.3296,3.9,-7.2,2.8,1008.8,190.0,4.6,12,1,1,0,24.3296,24.3296,33.5981
2016-01-12 13:00:00,24.3296,5.6,-7.2,2.4,1006.6,210.0,5.7,13,1,1,0,24.3296,24.3296,33.9842
2016-01-12 14:00:00,24.3296,5.6,-6.1,2.0,1004.7,200.0,5.1,14,1,1,0,24.3296,24.3296,33.2119
2016-01-12 15:00:00,24.3296,5.6,-6.1,1.5999999999999996,1004.7,240.0,11.3,15,1,1,0,24.3296,24.3296,33.2119
2016-01-12 16:00:00,24.3296,2.8,-2.2,1.1999999999999997,1004.6,260.0,4.1,16,1,1,0,24.3296,24.3296,33.9842
2016-01-12 17:00:00,24.3296,2.8,-2.2,0.7999999999999998,1004.0,0.0,0.0,17,1,1,0,24.3296,24.3296,33.9842
2016-01-12 18:00:00,24.3296,1.1,-2.8,0.3999999999999999,1003.8,0.0,0.0,18,1,1,0,24.3296,24.3296,33.9842
2016-01-12 19:00:00,24.3296,2.8,-4.4,0.0,1003.6,240.0,1.5,19,1,1,0,24.3296,24.3296,32.8257
2016-01-12 20:00:00,24.3296,0.6,-3.9,1.0,1004.8,290.0,7.7,20,1,1,0,24.3296,24.3296,32.8257
2016-01-12 21:00:00,24.3296,0.0,-3.3,2.0,1006.0,290.0,5.7,21,1,1,0,24.3296,24.3296,31.281
2016-01-12 22:00:00,24.3296,-1.1,-8.9,1.0,1006.8,300.0,9.8,22,1,1,0,24.3296,24.3296,32.0533
2016-01-12 23:00:00,24.3296,-2.2,-12.2,0.0,1008.7,280.0,8.2,23,1,1,0,24.3296,24.3296,32.4395
2016-01-13 00:00:00,24.3296,-3.3,-13.9,0.0,1009.4,290.0,6.7,0,2,1,0,24.3296,24.3296,33.2119
2016-01-13 01:00:00,24.3296,-4.4,-13.9,0.0,1010.0,280.0,6.2,1,2,1,0,24.3296,24.3296,32.8257
2016-01-13 02:00:00,24.3296,-4.4,-13.9,0.0,1011.1,280.0,6.2,2,2,1,0,24.3296,24.3296,33.5981
2016-01-13 03:00:00,24.3296,-5.0,-13.9,0.0,1012.5,270.0,5.7,3,2,1,0,24.3296,24.3296,24.3296
2016-01-13 04:00:00,24.3296,-5.6,-13.9,0.0,1013.4,270.0,5.7,4,2,1,0,24.3296,24.3296,24.3296
2016-01-13 05:00:00,24.3296,-6.1,-13.9,0.0,1014.2,270.0,5.7,5,2,1,0,24.3296,24.3296,24.3296
2016-01-13 06:00:00,24.3296,-6.1,-13.9,0.0,1015.2,270.0,4.6,6,2,1,0,24.3296,24.3296,24.3296
2016-01-13 07:00:00,24.3296,-6.7,-13.9,0.0,1016.1,270.0,5.7,7,2,1,0,24.3296,24.3296,24.3296
2016-01-13 08:00:00,24.3296,-6.7,-13.9,4.0,1017.2,250.0,5.1,8,2,1,0,24.3296,24.3296,24.3296
2016-01-13 09:00:00,24.3296,-6.1,-13.9,0.0,1017.9,260.0,6.2,9,2,1,0,24.3296,24.3296,24.3296
2016-01-13 10:00:00,24.3296,-5.6,-13.9,0.0,1018.3,270.0,6.7,10,2,1,0,24.3296,24.3296,24.3296
2016-01-13 11:00:00,24.3296,-4.4,-15.0,0.0,1018.1,280.0,7.7,11,2,1,0,24.3296,24.3296,24.3296
2016-01-13 12:00:00,24.3296,-3.3,-14.4,2.0,1017.0,320.0,8.8,12,2,1,0,24.3296,24.3296,24.3296
2016-01-13 13:00:00,24.3296,-2.8,-15.0,0.0,1016.0,300.0,6.2,13,2,1,0,24.3296,24.3296,24.3296
2016-01-13 14:00:00,24.3296,-2.8,-15.0,0.0,1015.3,310.0,6.2,14,2,1,0,24.3296,24.3296,24.3296
2016-01-13 15:00:00,24.3296,-2.8,-15.0,2.0,1015.7,310.0,6.2,15,2,1,0,24.3296,24.3296,24.3296
2016-01-13 16:00:00,24.3296,-3.3,-15.0,0.0,1015.4,290.0,3.6,16,2,1,0,24.3296,24.3296,24.3296
2016-01-13 17:00:00,24.3296,-3.9,-15.6,0.0,1016.0,290.0,3.6,17,2,1,0,24.3296,24.3296,24.3296
2016-01-13 18:00:00,24.3296,-4.4,-14.4,0.0,1016.8,270.0,3.1,18,2,1,0,24.3296,24.3296,24.3296
2016-01-13 19:00:00,24.3296,-4.4,-15.6,0.0,1017.1,280.0,3.6,19,2,1,0,24.3296,24.3296,24.3296
2016-01-13 20:00:00,24.3296,-4.4,-15.0,0.0,1017.3,260.0,3.6,20,2,1,0,24.3296,24.3296,24.3296
2016-01-13 21:00:00,24.3296,-4.4,-15.0,0.0,1016.9,280.0,3.1,21,2,1,0,24.3296,24.3296,24.3296
2016-01-13 22:00:00,24.3296,-5.0,-15.0,0.0,1017.0,290.0,3.1,22,2,1,0,24.3296,24.3296,24.3296
2016-01-13 23:00:00,0.0,-4.4,-15.0,4.0,1016.4,270.0,3.1,23,2,1,0,24.3296,24.3296,24.3296
2016-01-14 00:00:00,0.0,-5.6,-15.6,2.0,1016.1,260.0,1.5,0,3,1,0,0.0,24.3296,24.3296
2016-01-14 01:00:00,0.0,-6.1,-15.0,4.0,1015.5,250.0,2.1,1,3,1,0,0.0,24.3296,24.3296
2016-01-14 02:00:00,0.0,-6.1,-14.4,3.6363636363636362,1015.0,240.0,1.5,2,3,1,0,0.0,24.3296,24.3296
2016-01-14 03:00:00,0.0,-5.6,-14.4,3.2727272727272725,1014.7,250.0,1.5,3,3,1,0,0.0,24.3296,24.3296
2016-01-14 04:00:00,0.0,-5.6,-14.4,2.909090909090909,1014.6,220.0,2.1,4,3,1,0,0.0,24.3296,24.3296
2016-01-14 05:00:00,0.0,-5.6,-13.9,2.5454545454545454,1013.9,180.0,2.6,5,3,1,0,0.0,24.3296,24.3296
2016-01-14 06:00:00,0.0,-5.0,-13.9,2.1818181818181817,1013.8,200.0,1.5,6,3,1,0,0.0,24.3296,24.3296
2016-01-14 07:00:00,0.0,-5.0,-13.3,1.8181818181818183,1014.1,0.0,0.0,7,3,1,0,0.0,24.3296,24.3296
2016-01-14 08:00:00,0.0,-4.4,-12.8,1.4545454545454546,1014.1,0.0,0.0,8,3,1,0,0.0,24.3296,24.3296
2016-01-14 09:00:00,0.0,-3.3,-12.2,1.0909090909090908,1013.8,210.0,1.5,9,3,1,0,0.0,24.3296,24.3296
2016-01-14 10:00:00,0.0,-0.6,-12.2,0.7272727272727271,1013.8,240.0,3.1,10,3,1,0,0.0,24.3296,24.3296
2016-01-14 11:00:00,0.0,1.1,-10.6,0.3636363636363633,1014.0,260.0,5.7,11,3,1,0,0.0,24.3296,24.3296
2016-01-14 12:00:00,0.0,2.2,-8.9,0.0,1013.1,250.0,6.2,12,3,1,0,0.0,24.3296,24.3296
2016-01-14 13:00:00,0.0,2.8,-8.3,0.6666666666666666,1012.9,250.0,3.6,13,3,1,0,0.0,24.3296,24.3296
2016-01-14 14:00:00,0.0,4.4,-7.2,1.3333333333333333,1012.0,270.0,5.1,14,3,1,0,0.0,24.3296,24.3296
2016-01-14 15:00:00,0.0,5.6,-6.1,2.0,1012.0,290.0,3.6,15,3,1,0,0.0,24.3296,24.3296
2016-01-14 16:00:00,0.0,5.0,-6.1,2.6666666666666665,1012.8,340.0,1.5,16,3,1,0,0.0,24.3296,24.3296
2016-01-14 17:00:00,0.0,4.4,-5.6,3.333333333333333,1013.3,10.0,1.5,17,3,1,0,0.0,24.3296,24.3296
2016-01-14 18:00:00,0.0,2.8,-6.1,4.0,1013.4,80.0,1.5,18,3,1,0,0.0,24.3296,24.3296
2016-01-14 19:00:00,0.0,1.7,-6.1,4.0,1013.7,0.0,0.0,19,3,1,0,0.0,24.3296,24.3296
2016-01-14 20:00:00,0.0,1.7,-6.1,2.0,1013.9,0.0,0.0,20,3,1,0,0.0,24.3296,24.3296
2016-01-14 21:00:00,0.0,1.1,-6.1,1.5,1013.9,0.0,0.0,21,3,1,0,0.0,24.3296,24.3296
2016-01-14 22:00:00,0.0,0.6,-5.6,1.0,1014.1,0.0,0.0,22,3,1,0,0.0,24.3296,24.3296
2016-01-14 23:00:00,0.0,0.6,-5.6,0.5,1013.7,0.0,0.0,23,3,1,0,0.0,0.0,24.3296
2016-01-15 00:00:00,0.0,0.0,-6.1,0.0,1013.4,0.0,0.0,0,4,1,0,0.0,0.0,24.3296
2016-01-15 01:00:00,0.0,-0.6,-6.1,0.0,1012.7,10.0,1.5,1,4,1,0,0.0,0.0,24.3296
2016-01-15 02:00:00,0.0,-1.7,-6.7,0.0,1013.1,10.0,1.5,2,4,1,0,0.0,0.0,24.3296
2016-01-15 03:00:00,0.0,-1.7,-6.1,0.0,1013.1,0.0,0.0,3,4,1,0,0.0,0.0,24.3296
2016-01-15 04:00:00,0.0,-2.8,-6.1,0.0,1012.8,340.0,2.1,4,4,1,0,0.0,0.0,24.3296
2016-01-15 05:00:00,0.0,-3.3,-6.1,0.0,1012.7,360.0,2.6,5,4,1,0,0.0,0.0,24.3296
2016-01-15 06:00:00,0.0,-3.3,-6.7,0.0,1013.5,0.0,0.0,6,4,1,0,0.0,0.0,24.3296
2016-01-15 07:00:00,0.0,-2.2,-6.1,0.0,1013.0,350.0,2.1,7,4,1,0,0.0,0.0,24.3296
2016-01-15 08:00:00,0.0,-2.8,-5.6,0.0,1013.3,0.0,0.0,8,4,1,0,0.0,0.0,24.3296
2016-01-15 09:00:00,0.0,1.1,-3.3,0.0,1012.2,90.0,1.5,9,4,1,0,0.0,0.0,24.3296
2016-01-15 10:00:00,0.0,3.3,-2.8,0.0,1012.1,100.0,1.5,10,4,1,0,0.0,0.0,24.3296
2016-01-15 11:00:00,0.0,4.4,-1.7,0.0,1011.9,0.0,0.0,11,4,1,0,0.0,0.0,24.3296
2016-01-15 12:00:00,0.0,7.2,-0.6,0.0,1010.4,0.0,0.0,12,4,1,0,0.0,0.0,24.3296
2016-01-15 13:00:00,0.0,9.4,0.0,0.0,1008.8,150.0,3.1,13,4,1,0,0.0,0.0,24.3296
2016-01-15 14:00:00,0.0,10.0,0.6,0.0,1007.9,0.0,0.0,14,4,1,0,0.0,0.0,24.3296
2016-01-15 15:00:00,0.0,10.0,0.6,0.0,1006.4,60.0,2.1,15,4,1,0,0.0,0.0,24.3296
2016-01-15 16:00:00,0.0,9.4,0.6,0.0,1005.3,170.0,1.5,16,4,1,0,0.0,0.0,24.3296
2016-01-15 17:00:00,0.0,9.4,0.0,0.0,1006.6,210.0,3.6,17,4,1,0,0.0,0.0,24.3296
2016-01-15 18:00:00,0.0,9.4,0.0,0.0,1006.4,190.0,1.5,18,4,1,0,0.0,0.0,24.3296
2016-01-15 19:00:00,0.0,8.3,0.0,0.0,1005.6,0.0,0.0,19,4,1,0,0.0,0.0,24.3296
2016-01-15 20:00:00,0.0,7.8,0.0,0.0,1004.9,0.0,0.0,20,4,1,0,0.0,0.0,24.3296
2016-01-15 21:00:00,0.0,7.8,1.1,0.0,1003.3,170.0,3.6,21,4,1,0,0.0,0.0,24.3296
2016-01-15 22:00:00,0.0,7.8,1.7,0.0,1002.0,180.0,3.1,22,4,1,0,0.0,0.0,24.3296
2016-01-15 23:00:00,0.0,6.7,1.7,0.0,1000.5,330.0,1.5,23,4,1,0,0.0,0.0,24.3296
2016-01-16 00:00:00,0.0,5.6,2.2,0.0,998.0,330.0,3.1,0,5,1,1,0.0,0.0,24.3296
2016-01-16 01:00:00,0.0,5.6,2.8,0.0,996.8,70.0,3.1,1,5,1,1,0.0,0.0,24.3296
2016-01-16 02:00:00,0.0,5.0,2.8,0.0,995.6,60.0,4.1,2,5,1,1,0.0,0.0,24.3296
2016-01-16 03:00:00,0.0,6.1,4.4,0.0,994.7,60.0,5.7,3,5,1,1,0.0,0.0,24.3296
2016-01-16 04:00:00,0.0,6.1,3.9,0.0,994.3,30.0,3.1,4,5,1,1,0.0,0.0,24.3296
2016-01-16 05:00:00,0.0,6.1,4.4,0.0,994.2,30.0,2.1,5,5,1,1,0.0,0.0,24.3296
2016-01-16 06:00:00,0.0,5.0,3.9,0.0,994.5,20.0,2.6,6,5,1,1,0.0,0.0,24.3296
2016-01-16 07:00:00,0.0,5.0,3.9,0.0,995.9,310.0,3.6,7,5,1,1,0.0,0.0,24.3296
2016-01-16 08:00:00,0.0,5.0,3.9,0.0,997.2,290.0,2.6,8,5,1,1,0.0,0.0,24.3296
2016-01-16 09:00:00,0.0,5.0,3.9,0.0,998.6,250.0,1.5,9,5,1,1,0.0,0.0,24.3296
2016-01-16 10:00:00,0.0,6.7,5.0,0.0,999.0,290.0,2.6,10,5,1,1,0.0,0.0,24.3296
2016-01-16 11:00:00,0.0,8.9,5.6,0.0,999.1,310.0,5.1,11,5,1,1,0.0,0.0,24.3296
2016-01-16 12:00:00,0.0,10.0,3.9,0.0,999.1,310.0,6.7,12,5,1,1,0.0,0.0,24.3296
2016-01-16 13:00:00,0.0,10.0,1.7,4.0,999.4,300.0,6.2,13,5,1,1,0.0,0.0,24.3296
2016-01-16 14:00:00,0.0,10.0,1.7,4.0,999.9,300.0,6.2,14,5,1,1,0.0,0.0,24.3296
